claim_id,entity_id,claim_type,claim_value,confidence,source_id,review_status
CLM_00548,ENT_MACHAI,domain,machai,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00549,ENT_MACHAI,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00550,ENT_MACHAI,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00551,ENT_MANIA,domain,mania,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00552,ENT_MANIA,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00553,ENT_MANIA,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00554,ENT_MOMUS,domain,momus,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00555,ENT_MOMUS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00556,ENT_MOMUS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00557,ENT_MOMOS,domain,momos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00558,ENT_MOMOS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00559,ENT_MOMOS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00560,ENT_MOROS_158,domain,moros,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00561,ENT_MOROS_158,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00562,ENT_MOROS_158,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00563,ENT_NIKE_159,domain,nike,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00564,ENT_NIKE_159,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00565,ENT_NIKE_159,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00566,ENT_OIZYS,domain,oizys,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00567,ENT_OIZYS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00568,ENT_OIZYS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00569,ENT_PEITHO,domain,peitho,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00570,ENT_PEITHO,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00571,ENT_PEITHO,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00572,ENT_PENIA,domain,penia,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00573,ENT_PENIA,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00574,ENT_PENIA,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00575,ENT_PHEME,domain,pheme,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00576,ENT_PHEME,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00577,ENT_PHEME,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00578,ENT_PHOBOS,domain,phobos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00579,ENT_PHOBOS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00580,ENT_PHOBOS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00581,ENT_PHILOTES,domain,philotes,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00582,ENT_PHILOTES,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00583,ENT_PHILOTES,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00584,ENT_PONOS,domain,ponos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00585,ENT_PONOS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00586,ENT_PONOS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00587,ENT_POROS,domain,poros,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00588,ENT_POROS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00589,ENT_POROS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00590,ENT_POTHOS,domain,pothos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00591,ENT_POTHOS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00592,ENT_POTHOS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00593,ENT_SOPHROSYNE,domain,sophrosyne,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00594,ENT_SOPHROSYNE,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00595,ENT_SOPHROSYNE,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00596,ENT_SOTER,domain,soter,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00597,ENT_SOTER,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00598,ENT_SOTER,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00599,ENT_SOTERIA,domain,soteria,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00600,ENT_SOTERIA,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00601,ENT_SOTERIA,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00602,ENT_TECHNE,domain,techne,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00603,ENT_TECHNE,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00604,ENT_TECHNE,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00605,ENT_THANATOS_173,domain,thanatos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00606,ENT_THANATOS_173,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00607,ENT_THANATOS_173,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00608,ENT_THEMIS_174,domain,themis,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00609,ENT_THEMIS_174,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00610,ENT_THEMIS_174,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00611,ENT_THRASOS,domain,thrasos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00612,ENT_THRASOS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00613,ENT_THRASOS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00614,ENT_TYCHE_176,domain,tyche,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00615,ENT_TYCHE_176,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00616,ENT_TYCHE_176,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00617,ENT_ZELOS,domain,zelos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00618,ENT_ZELOS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00619,ENT_ZELOS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00620,ENT_ADIKIA,domain,adikia,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00621,ENT_ADIKIA,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00622,ENT_ADIKIA,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00623,ENT_DIKAIOSYNE,domain,dikaiosyne,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00624,ENT_DIKAIOSYNE,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00625,ENT_DIKAIOSYNE,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00626,ENT_ELEOS,domain,eleos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00627,ENT_ELEOS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00628,ENT_ELEOS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00629,ENT_EPIPHRON,domain,epiphron,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00630,ENT_EPIPHRON,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00631,ENT_EPIPHRON,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00632,ENT_EUSEBEIA,domain,eusebeia,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00633,ENT_EUSEBEIA,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00634,ENT_EUSEBEIA,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00635,ENT_HORKOS,domain,horkos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00636,ENT_HORKOS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00637,ENT_HORKOS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00638,ENT_KAIROS,domain,kairos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00639,ENT_KAIROS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00640,ENT_KAIROS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00641,ENT_KAKIA,domain,kakia,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00642,ENT_KAKIA,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00643,ENT_KAKIA,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00644,ENT_LITAE,domain,litae,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00645,ENT_LITAE,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00646,ENT_LITAE,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00647,ENT_NEIKEA,domain,neikea,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00648,ENT_NEIKEA,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00649,ENT_NEIKEA,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00650,ENT_NOMOS,domain,nomos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00651,ENT_NOMOS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00652,ENT_NOMOS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00653,ENT_PALIOXIS,domain,palioxis,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00654,ENT_PALIOXIS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00655,ENT_PALIOXIS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00656,ENT_POINE,domain,poine,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00657,ENT_POINE,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00658,ENT_POINE,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00659,ENT_PRAXIS,domain,praxis,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00660,ENT_PRAXIS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00661,ENT_PRAXIS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00662,ENT_PROIOXIS,domain,proioxis,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00663,ENT_PROIOXIS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00664,ENT_PROIOXIS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00665,ENT_PSEUDOLOGOI,domain,pseudologoi,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00666,ENT_PSEUDOLOGOI,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00667,ENT_PSEUDOLOGOI,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00668,ENT_NEREUS,domain,old man of sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00669,ENT_NEREUS,domain,prophecy,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00670,ENT_NEREUS,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00671,ENT_DORIS,domain,sea bounty,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00672,ENT_DORIS,domain,mother of Nereids,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00673,ENT_DORIS,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00674,ENT_THAUMAS,domain,wonders of sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00675,ENT_THAUMAS,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00676,ENT_PHORCYS,domain,sea depths,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00677,ENT_PHORCYS,domain,sea monsters,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00678,ENT_PHORCYS,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00679,ENT_CETO,domain,sea monsters,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00680,ENT_CETO,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00681,ENT_EURYBIA_SEA,domain,sea power,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00682,ENT_EURYBIA_SEA,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00683,ENT_TRITON,domain,sea messenger,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00684,ENT_TRITON,domain,conch,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00685,ENT_TRITON,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00686,ENT_PROTEUS,domain,prophecy,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00687,ENT_PROTEUS,domain,shapechanging,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00688,ENT_PROTEUS,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00689,ENT_PROTEUS,tag,oracle,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00690,ENT_GLAUCUS,domain,sea prophecy,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00691,ENT_GLAUCUS,domain,fishermen,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00692,ENT_GLAUCUS,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00693,ENT_GLAUCUS,tag,apotheosis,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00694,ENT_PALAEMON,domain,sailor protection,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00695,ENT_PALAEMON,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00696,ENT_PALAEMON,tag,apotheosis,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00697,ENT_LEUCOTHEA,domain,sea rescue,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00698,ENT_LEUCOTHEA,domain,sailor protection,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00699,ENT_LEUCOTHEA,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00700,ENT_LEUCOTHEA,tag,apotheosis,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00701,ENT_THETIS,domain,sea nymph,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00702,ENT_THETIS,domain,mother of Achilles,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00703,ENT_THETIS,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00704,ENT_THETIS,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00705,ENT_AMPHITRITE,domain,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00706,ENT_AMPHITRITE,domain,queen of sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00707,ENT_AMPHITRITE,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00708,ENT_AMPHITRITE,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00709,ENT_GALATEA,domain,sea nymph,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00710,ENT_GALATEA,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00711,ENT_GALATEA,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00712,ENT_PSAMATHE,domain,sand shore,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00713,ENT_PSAMATHE,domain,sea nymph,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00714,ENT_PSAMATHE,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00715,ENT_PSAMATHE,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00716,ENT_CYMODOCE,domain,waves,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00717,ENT_CYMODOCE,domain,sea nymph,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00718,ENT_CYMODOCE,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00719,ENT_CYMODOCE,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00720,ENT_DYNAMENE,domain,power of sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00721,ENT_DYNAMENE,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00722,ENT_DYNAMENE,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00723,ENT_PHERUSA,domain,carrying power of sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00724,ENT_PHERUSA,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00725,ENT_PHERUSA,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00726,ENT_PROTO,domain,first sea nymph,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00727,ENT_PROTO,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00728,ENT_PROTO,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00729,ENT_ACTAEA,domain,shore sea nymph,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00730,ENT_ACTAEA,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00731,ENT_ACTAEA,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00732,ENT_DOTO,domain,sea nymph,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00733,ENT_DOTO,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00734,ENT_DOTO,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00735,ENT_EUARNE,domain,sea nymph,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00736,ENT_EUARNE,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00737,ENT_EUARNE,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00738,ENT_HIPPONOE,domain,sea nymph,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00739,ENT_HIPPONOE,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00740,ENT_HIPPONOE,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00741,ENT_NESO,domain,island sea nymph,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00742,ENT_NESO,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00743,ENT_NESO,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00744,ENT_THALIA_NEREID,domain,sea nymph,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00745,ENT_THALIA_NEREID,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00746,ENT_THALIA_NEREID,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00747,ENT_EUDORA_NEREID,domain,sea nymph,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00748,ENT_EUDORA_NEREID,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00749,ENT_EUDORA_NEREID,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00750,ENT_SAO,domain,safety at sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00751,ENT_SAO,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00752,ENT_SAO,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00753,ENT_SPEIO,domain,sea caves,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00754,ENT_SPEIO,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00755,ENT_SPEIO,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00756,ENT_SPEIO,tag,cave,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00757,ENT_GLAUCE,domain,blue-green sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00758,ENT_GLAUCE,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00759,ENT_GLAUCE,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00760,ENT_CYMOTHOE,domain,swift waves,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00761,ENT_CYMOTHOE,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00762,ENT_CYMOTHOE,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00763,ENT_MELITE,domain,calm sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00764,ENT_MELITE,tag,nereid,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00765,ENT_MELITE,tag,sea,B,SRC_THEOI_SEA,candidate_verified_name
CLM_00766,ENT_ACHELOOS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00767,ENT_ACHELOOS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00768,ENT_ACHELOOS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00769,ENT_ACHELOOS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00770,ENT_ACHELOOS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00771,ENT_ACHELOOS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00772,ENT_ALPHEUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00773,ENT_ALPHEUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00774,ENT_ALPHEUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00775,ENT_ALPHEUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00776,ENT_ALPHEUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00777,ENT_ALPHEUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00778,ENT_PENEUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00779,ENT_PENEUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00780,ENT_PENEUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00781,ENT_PENEUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00782,ENT_PENEUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00783,ENT_PENEUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00784,ENT_SCAMANDER,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00785,ENT_SCAMANDER,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00786,ENT_SCAMANDER,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00787,ENT_SCAMANDER,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00788,ENT_SCAMANDER,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00789,ENT_SCAMANDER,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00790,ENT_SIMOEIS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00791,ENT_SIMOEIS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00792,ENT_SIMOEIS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00793,ENT_SIMOEIS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00794,ENT_SIMOEIS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00795,ENT_SIMOEIS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00796,ENT_CEPHISSUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00797,ENT_CEPHISSUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00798,ENT_CEPHISSUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00799,ENT_CEPHISSUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00800,ENT_CEPHISSUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00801,ENT_CEPHISSUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00802,ENT_EUROTAS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00803,ENT_EUROTAS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00804,ENT_EUROTAS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00805,ENT_EUROTAS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00806,ENT_EUROTAS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00807,ENT_EUROTAS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00808,ENT_INACHUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00809,ENT_INACHUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00810,ENT_INACHUS,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00811,ENT_INACHUS,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00812,ENT_INACHUS,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00813,ENT_INACHUS,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00814,ENT_LADON,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00815,ENT_LADON,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00816,ENT_LADON,domain,local geography,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00817,ENT_LADON,tag,potamos,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00818,ENT_LADON,tag,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00819,ENT_LADON,tag,local cult potential,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00820,ENT_ASOPUS,domain,river,B,SRC_THEOI_POTAMOI,candidate_verified_name
CLM_00821,ENT_ASOPUS,domain,freshwater,B,SRC_THEOI_POTAMOI,candidate_verified_name
